Motor,Track #,Label,Number spots,Number Gaps,Longest Gap,Number Splits,Number Merges,Number Complex,Track Duration,Track start,Track stop,Track Displacement,Track Index,Track ID,Track X Location,Track Y Location,Track Z Location,Track Mean Speed,Track Max Speed,Track Min Speed,Track Median Speed,Track STD Speed,Track Mean Quality,Track Max Quality,Track Min Quality,Track Median Quality,Track Std Quality
Kinesin-4,15,Track_1064,4,0,0,0,0,0,1.677,8.385,10.062,0.328,1064,1064,31.559,47.326,0,0.689,1.326,0.365,0.376,0.552,631.236,1010.895,236.412,771.448,289.535
Kinesin-4,16,Track_1173,5,1,2,0,0,0,3.354,10.062,13.416,1.454,1173,1173,28.341,32.519,0,0.746,1.053,0.504,0.861,0.257,638.546,1042.391,268.938,573.696,265.08
Kinesin-4,17,Track_1298,2,0,0,0,0,0,0.559,5.031,5.59,0.306,1298,1298,20.913,33.956,0,0.548,0.548,0.548,0.548,NaN,560.506,600.107,520.906,600.107,39.601
Kinesin-4,18,Track_1361,4,0,0,0,0,0,1.677,12.298,13.975,0.714,1361,1361,50.52,46.735,0,0.426,0.476,0.381,0.421,0.048,633.145,934.644,160.382,750.984,287.727
Kinesin-4,19,Track_1464,5,0,0,0,0,0,2.236,11.739,13.975,0.86,1464,1464,33.178,38.17,0,0.422,0.514,0.323,0.455,0.082,578.478,792.357,279.662,677.638,184.161
Kinesin-4,20,Track_1715,2,0,0,0,0,0,0.559,15.652,16.211,0.415,1715,1715,24.822,35.896,0,0.742,0.742,0.742,0.742,NaN,691.75,1004.978,378.522,1004.978,313.228
Kinesin-4,21,Track_1951,15,0,0,0,0,0,7.826,17.329,25.155,3.649,1951,1951,48.388,52.04,0,0.634,1.726,0.152,0.52,0.413,644.262,1172.917,179.345,618.469,313.877
Kinesin-4,22,Track_2003,5,0,0,0,0,0,2.236,17.329,19.565,1.215,2003,2003,31.904,21.159,0,0.544,0.679,0.431,0.548,0.103,583.664,764.072,311.8,632.63,154.125
Kinesin-4,23,Track_2062,4,0,0,0,0,0,1.677,17.888,19.565,0.527,2062,2062,13.232,39.824,0,0.316,0.501,0.193,0.253,0.163,567.96,935.212,223.368,862.046,331.825
Kinesin-4,24,Track_2123,2,0,0,0,0,0,0.559,17.329,17.888,0.415,2123,2123,34.989,15.276,0,0.742,0.742,0.742,0.742,NaN,582.56,611.361,553.759,611.361,28.801
Kinesin-4,25,Track_2264,3,0,0,0,0,0,1.118,20.124,21.242,0.565,2264,2264,64.157,33.842,0,0.506,0.524,0.488,0.524,0.025,638.439,909.189,323.907,682.22,240.938
Kinesin-4,26,Track_2440,26,1,2,0,0,0,15.093,22.919,38.012,2.553,2440,2440,31.625,19.064,0,0.432,1.796,0.026,0.316,0.404,594.869,980.128,231.793,572.308,180.846
Kinesin-4,27,Track_2478,4,0,0,0,0,0,1.677,22.919,24.596,0.451,2478,2478,14.955,14.698,0,0.271,0.357,0.161,0.294,0.1,812.703,942.659,632.572,889.506,118.262
Kinesin-4,28,Track_2776,4,0,0,0,0,0,1.677,24.596,26.273,1.123,2776,2776,21.781,28.717,0,0.67,1.211,0.29,0.509,0.481,692.875,816.818,581.989,689.321,83.308
Kinesin-4,29,Track_3013,4,0,0,0,0,0,1.677,28.509,30.186,1.083,3013,3013,29.628,41.757,0,0.649,0.755,0.545,0.646,0.105,566.244,591.733,541.879,569.607,17.852
Kinesin-4,30,Track_3092,4,0,0,0,0,0,1.677,28.509,30.186,0.926,3092,3092,32.272,23.618,0,0.555,0.649,0.492,0.523,0.083,584.669,699.971,494.945,608.153,77.948
Kinesin-4,31,Track_3402,5,0,0,0,0,0,2.236,31.304,33.54,1.205,3402,3402,26.602,7.473,0,0.539,0.648,0.374,0.585,0.118,737.118,861.396,622.507,727.772,76.957
Kinesin-4,32,Track_3974,4,0,0,0,0,0,1.677,37.453,39.13,0.485,3974,3974,9.558,15.491,0,0.291,0.395,0.197,0.28,0.099,559.591,610.995,525.648,556.116,31.631
Kinesin-4,33,Track_4240,5,0,0,0,0,0,2.236,39.689,41.925,1.215,4240,4240,25.908,15.112,0,0.548,0.609,0.493,0.587,0.058,579.907,599.573,554.052,581.506,16.293
Kinesin-4,34,Track_4275,4,0,0,0,0,0,1.677,39.689,41.366,0.873,4275,4275,8.523,35.146,0,0.521,0.54,0.51,0.513,0.017,658.52,733.198,565.258,708.234,66.549
Kinesin-4,35,Track_4671,17,0,0,0,0,0,8.944,45.838,54.782,2.689,4671,4671,30.525,40.294,0,0.378,1.122,0.133,0.287,0.254,848.342,1162.325,108.896,912.958,244.547
Kinesin-4,36,Track_4774,10,0,0,0,0,0,5.031,45.279,50.31,2.127,4774,4774,22.021,44.954,0,0.597,0.779,0.513,0.573,0.088,689.146,1343.489,125.801,679.426,382.655
Kinesin-4,37,Track_5398,130,2,1,0,0,0,73.229,50.869,124.098,6.032,5398,5398,35.171,50.289,0,0.277,2.603,0.004,0.175,0.343,767.996,1815.49,80.578,766.58,278.117
Kinesin-4,38,Track_5919,21,0,0,0,0,0,11.18,55.341,66.521,1.375,5919,5919,76.332,39.622,0,0.141,2.233,0.004,0.018,0.495,2028.637,2588.006,118.791,2147.833,644.271
Kinesin-4,39,Track_5947,2,0,0,0,0,0,0.559,57.018,57.577,0.352,5947,5947,18.296,34.41,0,0.629,0.629,0.629,0.629,NaN,554.096,710.932,397.259,710.932,156.837
Kinesin-4,40,Track_6105,8,1,2,0,0,0,5.031,59.254,64.285,2.311,6105,6105,37.57,33.557,0,0.436,0.906,0.292,0.342,0.217,565.731,822.767,88.645,707.331,251.626
Kinesin-4,41,Track_6171,3,0,0,0,0,0,1.118,59.254,60.372,0.569,6171,6171,37.075,7.85,0,0.51,0.546,0.473,0.546,0.051,623.21,724.461,560.833,584.336,72.235
Kinesin-4,42,Track_6666,12,1,1,0,0,0,6.708,64.844,71.552,2.719,6666,6666,35.153,47.711,0,0.495,0.686,0.101,0.519,0.181,580.775,895.339,96.251,526.242,238.059
Kinesin-4,43,Track_6704,5,0,0,0,0,0,2.236,64.844,67.08,0.712,6704,6704,22.024,44.673,0,0.325,0.491,0.014,0.406,0.212,839.965,1085.883,293.01,979.409,282.811
Kinesin-4,44,Track_6897,4,0,0,0,0,0,1.677,65.403,67.08,0.351,6897,6897,22.333,28.652,0,0.212,0.313,0.148,0.174,0.088,606.175,687.752,540.571,625.97,56.191
Kinesin-4,45,Track_7042,5,0,0,0,0,0,2.236,67.639,69.875,1.162,7042,7042,2.867,22.491,0,0.521,0.573,0.482,0.543,0.045,556.882,608.405,471.668,601.669,58.931
Kinesin-4,46,Track_7058,10,0,0,0,0,0,5.031,67.639,72.67,1.371,7058,7058,35.175,45.999,0,0.375,0.766,0.075,0.374,0.224,759.381,1102.458,461.754,744.672,171.632
Kinesin-4,47,Track_7311,20,0,0,0,0,0,10.621,70.434,81.055,1.445,7311,7311,1.884,28.961,0,0.178,0.602,0.003,0.069,0.204,642.407,757.13,441.86,636.722,85.186
Kinesin-4,48,Track_7423,15,0,0,0,0,0,7.826,70.434,78.26,0.489,7423,7423,45.058,34.632,0,0.428,1.432,0.11,0.314,0.391,693.591,1078.654,181.362,809.928,291.12
Kinesin-4,49,Track_7585,5,0,0,0,0,0,2.236,73.229,75.465,0.868,7585,7585,61.86,22.564,0,0.389,0.473,0.241,0.444,0.103,678.583,698.325,625.758,693.814,27.098
Kinesin-4,50,Track_8134,10,0,0,0,0,0,5.031,78.819,83.85,2.022,8134,8134,44.226,44.719,0,0.49,1.176,0.115,0.364,0.37,649.906,1023.849,476.81,612.913,156.511
Kinesin-4,51,Track_8476,18,3,2,0,0,0,11.739,78.26,89.999,0.912,8476,8476,45.013,33.495,0,0.442,1.112,0.006,0.338,0.384,575.542,1717.382,98.163,311.546,543.148
Kinesin-4,52,Track_8709,10,0,0,0,0,0,5.031,84.409,89.44,3.845,8709,8709,15.787,43.409,0,0.764,2.021,0.532,0.648,0.475,644.572,1086.943,360.861,569.748,245.494
Kinesin-4,53,Track_8928,10,0,0,0,0,0,5.031,86.645,91.676,0.951,8928,8928,45.103,43.744,0,0.758,2.63,0.205,0.515,0.725,594.693,896.499,296.193,652.858,163.627
Kinesin-4,54,Track_8955,4,0,0,0,0,0,1.677,87.204,88.881,0.767,8955,8955,17.467,49.186,0,0.458,0.582,0.387,0.405,0.107,691.688,960.733,393.865,825.565,217.975
Kinesin-4,55,Track_9073,2,0,0,0,0,0,0.559,88.322,88.881,0.277,9073,9073,27.443,32.946,0,0.496,0.496,0.496,0.496,NaN,689.849,692.825,686.874,692.825,2.976
Kinesin-4,56,Track_9197,2,0,0,0,0,0,0.559,88.881,89.44,0.309,9197,9197,1.742,29.31,0,0.554,0.554,0.554,0.554,NaN,555.986,644.826,467.145,644.826,88.84
Kinesin-4,57,Track_9247,10,0,0,0,0,0,5.031,89.999,95.03,3.315,9247,9247,3.322,26.051,0,0.659,1.83,0.409,0.509,0.443,586.25,667.872,498.624,593.728,49.561
Kinesin-4,58,Track_9359,20,0,0,0,0,0,10.621,89.999,100.62,3.059,9359,9359,62.09,32.114,0,0.352,2.083,0.021,0.205,0.463,567.561,780.445,390.793,581.133,93.611
Kinesin-4,59,Track_9632,19,0,0,0,0,0,10.062,93.353,103.415,1.419,9632,9632,21.312,40.221,0,0.415,2.213,0.013,0.298,0.547,587.609,1325.1,96.978,518.219,298.88
Kinesin-4,60,Track_9772,201,0,0,0,0,0,111.8,95.03,206.83,3.608,9772,9772,36.899,15.205,0,0.107,1.893,9.16E-04,0.018,0.269,760.128,1224.019,102.998,822.562,243.467
Kinesin-4,61,Track_9868,3,0,0,0,0,0,1.118,95.589,96.707,0.73,9868,9868,29.078,36.43,0,0.653,0.662,0.644,0.662,0.012,556.242,589.211,524.709,554.805,26.352
Kinesin-4,62,Track_10135,10,0,0,0,0,0,5.031,98.384,103.415,0.42,10135,10135,5.559,33.622,0,0.314,0.968,0.051,0.253,0.263,757.221,1081.027,403.535,764.976,181.617
Kinesin-4,63,Track_10397,27,3,2,0,0,0,17.329,101.738,119.067,3.3,10397,10397,77.953,40.562,0,0.269,1.363,0.011,0.125,0.331,764.417,2433.045,83.122,204.45,898.715
Kinesin-4,64,Track_10916,5,0,0,0,0,0,2.236,106.769,109.005,1.419,10916,10916,32.285,22.609,0,0.636,0.732,0.593,0.615,0.065,554.702,635.922,494.091,555.716,47.172
Kinesin-4,65,Track_11063,11,1,2,0,0,0,6.708,107.328,114.036,2.137,11063,11063,16.753,78.85,0,0.633,1.717,0.399,0.523,0.386,1282.986,1629.578,83.449,1544.306,566.745
Kinesin-4,66,Track_11151,6,0,0,0,0,0,2.795,109.005,111.8,1.099,11151,11151,21.955,15.489,0,0.396,1.021,0.182,0.242,0.352,723.632,804.434,635.454,745.75,52.276
Kinesin-4,67,Track_11198,5,0,0,0,0,0,2.236,109.564,111.8,1.298,11198,11198,37.545,47.221,0,0.581,0.633,0.559,0.568,0.035,608.864,715.683,549.323,572.362,62.511
Kinesin-4,68,Track_11216,10,0,0,0,0,0,5.031,109.564,114.595,2.624,11216,11216,18.717,2.826,0,0.522,1.828,0.186,0.373,0.496,863.741,963.599,671.822,872.293,80.177
Kinesin-4,69,Track_11457,8,0,0,0,0,0,3.913,112.359,116.272,0.924,11457,11457,20.748,9.609,0,0.248,1.027,0.005,0.086,0.372,601.839,775.506,155.916,651.407,184.655
Kinesin-4,70,Track_12237,10,0,0,0,0,0,5.031,120.744,125.775,1.38,12237,12237,12.952,75.332,0,0.451,0.973,0.206,0.379,0.255,663.043,1056.642,129.524,791.392,286.685
Kinesin-4,71,Track_12603,15,0,0,0,0,0,7.826,123.539,131.365,2.024,12603,12603,52.736,41.097,0,0.278,1.421,0.01,0.187,0.354,707.952,827.167,581.528,707.824,69.204
Kinesin-4,72,Track_13023,3,0,0,0,0,0,1.118,129.129,130.247,0.443,13023,13023,54.29,39.805,0,0.397,0.426,0.367,0.426,0.042,675.943,836.243,509.377,682.209,133.516
Kinesin-4,73,Track_13036,17,2,2,0,0,0,10.621,129.129,139.75,3.895,13036,13036,51.383,42.914,0,0.394,0.982,0.033,0.425,0.241,626.687,922.239,86.326,603.209,224.033
Kinesin-4,74,Track_13122,13,0,0,0,0,0,6.708,129.688,136.396,1.55,13122,13122,11.832,30.798,0,0.432,1.178,0.087,0.327,0.367,689.429,930.81,360.894,708.594,201.922
Kinesin-4,75,Track_13395,38,1,1,0,0,0,21.242,133.042,154.284,1.97,13395,13395,0.931,52.592,0,0.475,2.462,0.01,0.35,0.561,1027.428,1699.674,86.031,1221.649,500.805
Kinesin-4,76,Track_13484,61,1,1,0,0,0,34.099,133.601,167.7,7.364,13484,13484,1.851,58.846,0,0.482,2.243,0.004,0.36,0.473,640.949,1436.964,86.469,456.424,486.568
Kinesin-4,77,Track_13640,4,0,0,0,0,0,1.677,134.719,136.396,0.376,13640,13640,39.035,28.581,0,0.225,0.381,0.096,0.199,0.144,574.611,726.288,410.71,639.688,119.266
Kinesin-4,78,Track_13695,3,0,0,0,0,0,1.118,135.837,136.955,0.559,13695,13695,13.047,38.587,0,0.5,0.555,0.446,0.555,0.077,1096.966,1254.899,998.317,1037.681,112.826
Kinesin-4,79,Track_13784,5,0,0,0,0,0,2.236,137.514,139.75,0.69,13784,13784,10.337,39.378,0,0.309,0.543,0.155,0.378,0.187,680.294,729.494,581.341,694.338,54.023
Kinesin-4,80,Track_13800,10,1,2,0,0,0,6.149,137.514,143.663,0.871,13800,13800,17.489,53.082,0,0.409,0.622,0.018,0.484,0.215,665.821,1666.728,164.071,493.503,495.999
Kinesin-4,81,Track_14239,63,1,1,0,0,0,35.217,140.868,176.085,7.016,14239,14239,49.135,50.44,0,0.351,1.815,0.007,0.246,0.329,688.573,1261.684,183.418,686.522,249.589
Kinesin-4,82,Track_14351,5,0,0,0,0,0,2.236,141.427,143.663,1.133,14351,14351,7.077,47.059,0,0.508,1.541,0.055,0.221,0.693,765.256,846.403,511.125,825.011,127.73
Kinesin-4,83,Track_14702,20,0,0,0,0,0,10.621,145.899,156.52,2.829,14702,14702,28.948,19.552,0,0.395,1.11,0.029,0.528,0.295,854.89,1343.732,360.544,835.932,256.949
Kinesin-4,84,Track_14774,18,0,0,0,0,0,9.503,147.017,156.52,1.562,14774,14774,8.91,4.65,0,0.304,1.818,0.003,0.032,0.493,564.73,893.553,139.968,643.271,217.631
Kinesin-4,85,Track_14826,12,1,2,0,0,0,7.267,147.576,154.843,3.066,14826,14826,26.516,10.759,0,0.758,1.892,0.284,0.733,0.423,576.548,995.783,173.474,692.275,244.842
Kinesin-4,86,Track_14904,4,0,0,0,0,0,1.677,149.253,150.93,1.293,14904,14904,37.326,56.228,0,0.771,0.894,0.617,0.802,0.141,620.294,819.009,398.852,674.574,152.041
Kinesin-4,87,Track_14942,4,0,0,0,0,0,1.677,149.253,150.93,0.339,14942,14942,21.836,53.253,0,0.203,0.239,0.133,0.235,0.06,578.133,612.143,502.415,607.212,44.427
Kinesin-4,88,Track_14953,3,0,0,0,0,0,1.118,149.253,150.371,0.686,14953,14953,20.719,35.778,0,0.614,0.618,0.61,0.618,0.005,597.141,687.685,453.497,650.241,102.716
Kinesin-4,89,Track_15151,5,0,0,0,0,0,2.236,151.489,153.725,1.288,15151,15151,38.503,20.415,0,0.577,0.631,0.486,0.598,0.063,651.923,753.827,591.699,622.873,60.134
Kinesin-4,90,Track_15254,17,0,0,0,0,0,8.944,151.489,160.433,3.122,15254,15254,21.299,32.015,0,0.465,2.623,0.029,0.162,0.662,854.004,1323.188,593.545,816.56,189.747
Kinesin-4,91,Track_15362,3,0,0,0,0,0,1.118,151.489,152.607,0.557,15362,15362,13.271,5.845,0,0.499,0.532,0.465,0.532,0.047,659.54,808.128,436.572,733.92,160.546
Kinesin-4,92,Track_15787,5,0,0,0,0,0,2.236,157.079,159.315,0.743,15787,15787,27.093,35.311,0,0.338,0.597,0.216,0.28,0.174,761.54,1223.689,389.032,693.211,294.65
Kinesin-4,93,Track_15988,26,0,0,0,0,0,13.975,160.433,174.408,4.262,15988,15988,22.076,25.819,0,0.669,2.568,3.30E-05,0.56,0.726,661.356,1174.426,87.847,691.386,306.47
Kinesin-4,94,Track_16034,4,0,0,0,0,0,1.677,160.433,162.11,0.366,16034,16034,21.715,29.575,0,0.568,0.678,0.493,0.532,0.098,622.765,1035.994,83.613,717.371,343.284
Kinesin-4,95,Track_16106,5,1,1,0,0,0,2.795,160.992,163.787,0.434,16106,16106,37.378,31.9,0,0.157,0.386,0.022,0.184,0.17,884.781,1375.064,106.473,1219.3,531.494
Kinesin-4,96,Track_16321,7,0,0,0,0,0,3.354,162.669,166.023,1.218,16321,16321,28.736,43.24,0,0.368,0.529,0.025,0.514,0.203,644.517,952.701,98.117,818.762,309.534
Kinesin-4,97,Track_16635,17,1,2,0,0,0,10.062,166.023,176.085,4.492,16635,16635,2.923,66.622,0,0.49,0.948,0.269,0.44,0.194,693.917,1317.005,148.392,854.977,415.783
Kinesin-4,98,Track_16828,5,0,0,0,0,0,2.236,168.259,170.495,1.236,16828,16828,15.687,15.79,0,0.553,0.593,0.528,0.554,0.029,585.556,660.217,470.442,592.244,63.53
Kinesin-4,99,Track_17287,9,1,1,0,0,0,5.031,173.849,178.88,1.437,17287,17287,13.645,41.102,0,0.489,0.684,0.278,0.567,0.16,609.008,914.25,323.456,524.754,209.678
Kinesin-4,100,Track_17292,4,0,0,0,0,0,1.677,173.849,175.526,0.986,17292,17292,32.231,10.176,0,0.588,0.62,0.531,0.614,0.05,585.088,734.146,424.218,730.527,147.569
Kinesin-4,101,Track_17305,9,1,1,0,0,0,5.031,173.849,178.88,1.815,17305,17305,28.511,60.27,0,0.459,0.599,0.136,0.473,0.149,581.445,996.208,179.416,648.968,353.061
Kinesin-4,102,Track_17585,7,0,0,0,0,0,3.354,176.644,179.998,1.225,17585,17585,17.892,37.463,0,0.367,0.944,0.04,0.354,0.312,567.032,806.797,423.11,536.903,130.203
Kinesin-4,103,Track_17600,8,1,1,0,0,0,4.472,176.644,181.116,2.313,17600,17600,22.555,51.002,0,0.615,0.87,0.438,0.626,0.139,671.359,969.672,254.026,886.643,297.36
Kinesin-4,104,Track_17621,52,1,1,0,0,0,29.068,176.644,205.712,4.098,17621,17621,73.975,77.338,0,0.2,2.127,0.002,0.07,0.347,1709.73,2167.549,420.281,1873.718,461.433
Kinesin-4,105,Track_17647,10,1,2,0,0,0,6.149,178.321,184.47,2.417,17647,17647,22.315,46.847,0,0.47,0.937,0.079,0.429,0.226,814.334,1531.784,119.413,1073.626,476.664
Kinesin-4,106,Track_18004,5,0,0,0,0,0,2.236,182.234,184.47,1.383,18004,18004,5.123,24.042,0,0.619,0.641,0.61,0.612,0.015,935.442,1029.105,839.823,913.622,79.784
Kinesin-4,107,Track_18016,15,0,0,0,0,0,7.826,181.116,188.942,1.257,18016,18016,9.465,27.307,0,0.335,1.65,0.012,0.156,0.483,1441.268,1834.774,1138.16,1420.937,231.142
Kinesin-4,108,Track_18308,5,0,0,0,0,0,2.236,185.029,187.265,1.02,18308,18308,31.136,15.256,0,0.456,0.495,0.421,0.472,0.034,640.961,694.617,527.836,658.448,61.266
Kinesin-4,109,Track_18723,3,0,0,0,0,0,1.118,190.619,191.737,0.627,18723,18723,37.867,52.395,0,0.561,0.579,0.543,0.579,0.026,579.802,647.489,454.337,637.579,88.809
Kinesin-4,110,Track_19136,60,2,2,0,0,0,35.217,193.973,229.19,5.355,19136,19136,76.245,40.813,0,0.211,1.724,0.002,0.034,0.322,1286.622,2723.882,78.428,1827.03,1014.209
Kinesin-4,111,Track_19216,7,0,0,0,0,0,3.354,195.091,198.445,2.84,19216,19216,29.729,36.585,0,0.848,2.553,0.462,0.529,0.836,740.24,860.09,585.25,741.549,79.519
Kinesin-4,112,Track_19979,34,1,2,0,0,0,19.565,204.594,224.159,1.853,19979,19979,73.984,78.02,0,0.239,1.092,0.003,0.135,0.261,1071.044,2005.982,104.419,1104.847,505.206
Kinesin-4,113,Track_20225,25,0,0,0,0,0,13.416,205.153,218.569,0.592,20225,20225,76.074,36.594,0,0.44,1.542,0.112,0.407,0.303,724.415,1052.147,101.229,672.166,196.696
Kinesin-4,114,Track_20837,2,0,0,0,0,0,0.559,211.861,212.42,0.307,20837,20837,9.266,51.29,0,0.549,0.549,0.549,0.549,NaN,625.262,755.075,495.448,755.075,129.813
Kinesin-4,115,Track_20929,8,0,0,0,0,0,3.913,212.979,216.892,1.007,20929,20929,59.873,34.633,0,0.349,0.786,0.132,0.273,0.225,683.201,906.94,410.798,707.523,156.513
Kinesin-4,116,Track_21220,4,0,0,0,0,0,1.677,216.333,218.01,0.925,21220,21220,53.881,43.301,0,0.552,0.599,0.508,0.549,0.045,635.077,742.152,589.919,610.417,62.25
Kinesin-4,117,Track_21498,7,0,0,0,0,0,3.354,218.569,221.923,0.642,21498,21498,45.782,36.535,0,0.276,0.687,0.054,0.253,0.218,660.983,745.107,380.983,702.648,117.622
Kinesin-4,118,Track_21664,5,0,0,0,0,0,2.236,221.364,223.6,1.279,21664,21664,30.538,35.19,0,0.572,0.698,0.517,0.538,0.084,704.629,758.404,645.053,713.619,36.944
Kinesin-4,119,Track_21713,4,0,0,0,0,0,1.677,221.923,223.6,0.432,21713,21713,54.002,44.026,0,0.266,0.484,0.013,0.301,0.237,598.006,769.741,220.947,750.019,222.27
Kinesin-4,120,Track_21794,7,0,0,0,0,0,3.354,223.041,226.395,2.079,21794,21794,26.153,35.561,0,0.808,2.222,0.285,0.618,0.705,594.061,1000.241,88.571,785.459,383.744
Kinesin-4,121,Track_22159,5,0,0,0,0,0,2.236,226.954,229.19,0.784,22159,22159,62.446,19.157,0,0.352,0.701,0.206,0.289,0.236,657.482,898.888,470.97,646.849,167.35
Kinesin-4,122,Track_22510,4,0,0,0,0,0,1.677,230.308,231.985,0.579,22510,22510,47.014,45.242,0,0.346,0.474,0.235,0.328,0.121,735.93,966.189,214.499,933.45,305.243
Kinesin-4,123,Track_22562,3,0,0,0,0,0,1.118,230.867,231.985,0.298,22562,22562,18.483,49.264,0,0.707,0.973,0.441,0.973,0.376,1268.586,2103.642,96.221,1605.895,853.529
Kinesin-4,124,Track_22653,5,0,0,0,0,0,2.236,232.544,234.78,1.094,22653,22653,51.522,44.307,0,0.49,0.563,0.416,0.541,0.073,598.08,734.114,347.534,638.761,131.97
Kinesin-4,125,Track_23027,15,2,2,0,0,0,10.062,235.339,245.401,3.245,23027,23027,10.433,20.853,0,0.533,1.881,0.067,0.478,0.425,881.717,1575.681,89.906,931.491,537.995
Kinesin-4,126,Track_23156,19,0,0,0,0,0,10.062,237.016,247.078,2.65,23156,23156,53.226,35.786,0,0.76,1.924,0.275,0.507,0.565,602.776,985.185,105.527,744.707,317.169
Kinesin-4,127,Track_23290,14,0,0,0,0,0,7.267,238.693,245.96,1.779,23290,23290,70.819,32.761,0,0.246,0.885,0.029,0.151,0.237,564.873,714.592,115.353,630.39,149.935
Kinesin-4,128,Track_23383,23,1,2,0,0,0,13.416,238.134,251.55,4.046,23383,23383,9.939,24.333,0,0.405,1.546,0.004,0.451,0.325,750.755,1081.18,244.109,690.465,214.899
Kinesin-4,129,Track_24225,9,1,1,0,0,0,5.031,248.196,253.227,1.884,24225,24225,6.968,31.052,0,0.255,1.335,0.072,0.097,0.438,636.048,894.595,137.589,713.206,255.24
Kinesin-4,130,Track_24228,16,0,0,0,0,0,8.385,248.755,257.14,2.298,24228,24228,67.942,27.826,0,0.318,1.336,0.015,0.158,0.357,627.622,927.603,309.619,723.87,208.59
Kinesin-4,131,Track_24669,16,1,2,0,0,0,9.503,252.668,262.171,0.868,24669,24669,55.543,22.291,0,0.675,2.552,0.019,0.593,0.626,564.658,969.786,244.432,580.447,227.533
Kinesin-4,132,Track_24821,80,1,1,0,0,0,44.72,254.904,299.624,1.15,24821,24821,9.848,26.667,0,0.186,1.696,0.007,0.065,0.284,703.023,1537.284,96.88,604.144,313.451
Kinesin-4,133,Track_24901,5,0,0,0,0,0,2.236,254.904,257.14,1.17,24901,24901,28.158,46.274,0,0.535,0.677,0.413,0.569,0.114,838.867,1109.096,475.432,863.509,204.423
Kinesin-4,134,Track_25026,5,0,0,0,0,0,2.236,256.581,258.817,1.69,25026,25026,27.701,45.021,0,0.757,1.954,0.251,0.417,0.802,729.359,1015.187,253.289,801.821,256.508
Kinesin-4,135,Track_25030,4,0,0,0,0,0,1.677,256.581,258.258,1.776,25030,25030,6.114,32.652,0,1.06,2.348,0.355,0.477,1.117,880.904,1165.492,621.053,1006.627,216.193
Kinesin-4,136,Track_25043,13,1,1,0,0,0,7.267,256.581,263.848,3.224,25043,25043,22.349,45.873,0,0.827,2.454,0.255,0.559,0.672,586.148,1380.324,100.058,371.3,448.301
Kinesin-4,137,Track_25166,54,1,1,0,0,0,30.186,257.699,287.885,11.037,25166,25166,18.422,37.987,0,0.461,2.617,0.014,0.284,0.54,586.232,916.992,105.949,610.324,187.97
Kinesin-4,138,Track_25512,3,0,0,0,0,0,1.118,261.612,262.73,0.604,25512,25512,34.347,31.63,0,0.572,0.607,0.536,0.607,0.051,699.832,800.922,643.112,655.463,71.659
Kinesin-4,139,Track_25580,68,0,0,0,0,0,37.453,262.171,299.624,5.776,25580,25580,60.278,36.059,0,0.173,1.578,0.002,0.041,0.323,971.876,1275.364,563.357,1018.082,169.216
Kinesin-4,140,Track_26065,7,1,1,0,0,0,3.913,266.643,270.556,1.794,26065,26065,53.648,39.694,0,0.394,1.097,0.053,0.124,0.479,851.228,1422.378,96.908,852.288,519.259
Kinesin-4,141,Track_26497,4,0,0,0,0,0,1.677,271.674,273.351,0.783,26497,26497,23.31,21.312,0,0.467,0.568,0.4,0.434,0.089,608.762,900.359,178.001,738.71,268.121
Kinesin-4,142,Track_26721,10,0,0,0,0,0,5.031,274.469,279.5,2.125,26721,26721,11.515,25.452,0,0.624,1.789,0.316,0.457,0.464,1085.958,1771.26,342.235,1273.443,458.17
Kinesin-4,143,Track_27064,5,0,0,0,0,0,2.236,277.264,279.5,1.264,27064,27064,32.301,22.245,0,0.565,0.643,0.461,0.603,0.079,738.469,783.133,681.228,771.843,46.821
Kinesin-4,144,Track_27091,3,0,0,0,0,0,1.118,277.264,278.382,0.313,27091,27091,18.733,2.844,0,0.28,0.31,0.251,0.31,0.042,595.744,664.044,506.229,616.959,66.151
Kinesin-4,145,Track_27253,15,0,0,0,0,0,7.826,280.059,287.885,2.144,27253,27253,23.706,63.786,0,0.443,1.276,0.05,0.4,0.328,570.305,1377.996,161.778,362.809,394.069
Kinesin-4,146,Track_27501,30,0,0,0,0,0,16.211,281.736,297.947,4.943,27501,27501,3.114,34.818,0,0.428,2.202,0.019,0.337,0.495,576.513,947.216,121.493,643.204,217.726
Kinesin-4,147,Track_27602,5,0,0,0,0,0,2.236,282.854,285.09,1.544,27602,27602,12.838,33.486,0,0.703,0.897,0.599,0.671,0.133,758.507,1248.983,438.358,637.544,283.214
Kinesin-4,148,Track_27853,20,0,0,0,0,0,10.621,285.649,296.27,6.381,27853,27853,7.298,49.142,0,0.604,2.071,0.005,0.484,0.543,1053.18,1324.74,856.572,1050.667,98.003
Kinesin-4,1,Track_42,79,1,1,0,0,0,43.845,0,43.845,0.55,42,42,61.765,52.627,0,0.042,0.576,0.002,0.025,0.077,582.875,1143.453,187.402,335.27,325.757
Kinesin-4,2,Track_172,36,0,0,0,0,0,19.425,0,19.425,0.318,171,172,22.111,3.756,0,0.04,0.615,0.005,0.026,0.101,623.714,1057.314,204.297,804.45,319.796
Kinesin-4,3,Track_266,44,1,2,0,0,0,24.975,0,24.975,1.509,265,266,13.49,62.203,0,0.107,0.707,0.002,0.042,0.161,562.023,877.132,172.41,691.076,248.861
